26-11-2009;09:49:08; VOX MAXIMA ; TODO
date;time; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
26-11-2009; 09:49:14.999  ; -2.496948; -0.4494506;  2.737211;  2.055427;  1.017702;  1.021701; 0.9996582; -0.3296301;  -3.22305; -5.908925;  6001.095; -0.03967769; -0.04565987; -0.2232633;   5.35832; -0.03967769;  2.009034; -0.2232633;  23.36101; -0.3998291;  442.3845; 0.4549505; -0.09461604; 0.02746917;         0;         0;         2;     1.025;  582039.8;   5754664; -173.7679; -1.375444;  173.7679;  1.375444;  105.5745;  101.5234; -3.472436; -2.544786; -0.2232633; -0.2232633; -68.19342;  100.1479;  192.7222; -282.5942;         0;         0; -0.007380524; -0.007380524; -0.003548329; -0.003548329;         1;         1;         0;         0;         0;         0;         0; -2.496948; -2.823982; -0.4494506; -173.7679;  173.7679;  1.375444;  101.5234;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0; -89.98169; -89.98169; -0.4150897; 0.3174216;         0;         0;         0;         0;         0;        80;         0;  61.63316;         0;         0;         0;         8;        80;     0.125; -0.1994506;       1.4;         1;  4.914653;         0;         0;         0;         0;         0;         0;         0;         0;         1;         1;         1;         0;         1;         0;         0;         0
26-11-2009; 09:49:15.479  ;      -2.5; -0.4494506;  2.737211;  2.055427;  1.012819;   1.01407; 0.9996582; -0.3296301; -3.390917; -5.908925;  6001.095; -0.03967769; -0.04565987; -0.2232633;   5.35832; -0.03967769;  2.009034; -0.2232633;  23.68148; -0.3693078;  441.8354; 0.4549505; -0.1098767; 0.04272982;         0;         0;         2;     1.025;  582039.8;   5754664; -173.7596; -1.367431;  173.7596;  1.367431;  105.5627;  101.4995; -3.472435; -2.546184; -0.2232633; -0.2232633; -68.19687;  100.1321;  192.7225; -282.6272;         0;         0; -0.007380524; -0.007380524; -0.003548329; -0.003548329;         1;         1;         0;         0;         0;         0;         0;      -2.5; -2.827434; -0.4494506; -173.7596;  173.7596;  1.367431;  101.4995;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0; -89.98169;       -90; -0.4150897; 0.3174216;         0;         0;         0;         0;         0;        80;         0;  61.63316;         0;         0;         0;         8;        80;     0.125; -0.1994506;       1.4;         1;  4.914653;         0;         0;         0;         0;         0;         0;         0;         0;         1;         1;         1;         0;         1;         0;         0;         0
26-11-2009; 09:49:15.959  ;      -2.5; -0.4494506;  2.738127;  2.055427;  1.012819;   1.01407; 0.9995361; -0.375412; -3.390917;  -5.57319;  6001.095; -0.03967769; -0.04565987; -0.2232633;  6001.095; -0.03967769;  2.009034; -0.2232633;  23.87987; -0.3693078;  442.3845; 0.6118301; -0.1251373; 0.02746917;         0;         0;         2;     1.025;  582039.8;   5754664; -173.7711; -1.374635;  173.7711;  1.374635;  105.5802;   101.533; -3.471459; -2.546865; -0.2232633; -0.2232633; -68.19092;  100.1583;  192.7157; -282.6565;         0;         0; -0.007380524; -0.007380524; -0.003548329; -0.003548329;         1;         1;         0;         0;         0;         0;         0;      -2.5; -2.827434; -0.4494506; -173.7711;  173.7711;  1.374635;   101.533;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0; -89.98169;       -90; -0.4150897; 0.1037724;         0;         0;         0;         0;         0;        80;         0;  61.63316;         0;         0;         0;         8;        80;     0.125; -0.1994506;       1.4;         1;  4.914653;         0;         0;         0;         0;         0;         0;         0;         0;         1;         1;         1;         0;         1;         0;         0;         0
26-11-2009; 09:49:16.438  ; -2.496948; -0.4494506;  2.736296;  2.055427;  1.012819;   1.01407; 0.9996582; -0.3296301; -3.390917; -5.405323;  6001.095; -0.03967769; -0.04565987; -0.2232633;  3.125687; -0.03967769;  3.150531; -0.2232633;  24.03247; -0.3387865;  442.3845; 0.4549505; -0.07935539; 0.04272982;         0;         0;         2;     1.025;  582039.8;   5754664; -173.7423; -1.375355;  173.7423;  1.375355;  105.5444;  101.4857; -3.471697; -2.547755; -0.2232633; -0.2232633; -68.19788;  100.1103;  192.7164; -282.6797;         0;         0; -0.007380524; -0.007380524; -0.003548329; -0.003548329;         1;         1;         0;         0;         0;         0;         0; -2.496948; -2.823982; -0.4494506; -173.7423;  173.7423;  1.375355;  101.4857;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0; -89.98169; -89.98169; -0.4150897; 0.1037724;         0;         0;         0;         0;         0;        80;         0;  61.63316;         0;         0;         0;         8;        80;     0.125; -0.1994506;       1.4;         1;  4.914653;         0;         0;         0;         0;         0;         0;         0;         0;         1;         1;         1;         0;         1;         0;         0;         0
26-11-2009; 09:49:16.918  ;      -2.5; -0.4494506;  2.736296;  2.055427;  1.017702;  1.021701; 0.9996582; -0.3296301; -3.390917; -5.908925;  6001.095; -0.03967769; -0.04565987; -0.2232633;   5.35832; -0.03967769;  2.009034; -0.2232633;  23.80356; -0.3693078;  442.0707; 0.6118301; -0.1251373; 0.04272982;         0;         0;         2;     1.025;  582039.8;   5754664;    -173.7; -1.344795;     173.7;  1.344795;  105.4944;  101.4855; -3.472204;  -2.54951; -0.2232633; -0.2232633; -68.20562;  100.1407;  192.7152;  -282.696;         0;         0; -0.007380524; -0.007380524; -0.003548329; -0.003548329;         1;         1;         0;         0;         0;         0;         0;      -2.5; -2.827434; -0.4494506;    -173.7;     173.7;  1.344795;  101.4855;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;       -90; -89.98169; -0.4150897; 0.1037724;         0;         0;         0;         0;         0;        80;         0;  61.63316;         0;         0;         0;         8;        80;     0.125; -0.1994506;       1.4;         1;  4.914653;         0;         0;         0;         0;         0;         0;         0;         0;         1;         1;         1;         0;         1;         0;         0;         0
26-11-2009; 09:49:17.398  ;      -2.5; -0.4494506;   2.73538;  2.055427;  1.012819;   1.01407; 0.9995361; -0.3296301;  -3.22305; -5.908925;  6001.095; -0.03967769; -0.04565987; -0.2232633;  8.707271; -0.03967769;  2.009034; -0.2232633;  24.00195; -0.3693078;  442.2276; 0.4549505; -0.1098767; 0.01220852;         0;         0;         2;     1.025;  582039.8;   5754664; -173.6776; -1.407047;  173.6776;  1.407047;   105.493;  101.4792; -3.473706; -2.551118; -0.2232633; -0.2232633;  -68.1846;  100.0722;  192.7147; -282.7055;         0;         0; -0.007380524; -0.007380524; -0.003548329; -0.003548329;         1;         1;         0;         0;         0;         0;         0;      -2.5; -2.827434; -0.4494506; -173.6776;  173.6776;  1.407047;  101.4792;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0; -89.98169; -89.98169; -0.4150897; 0.1037724;         0;         0;         0;         0;         0;        80;         0;  61.63316;         0;         0;         0;         8;        80;     0.125; -0.1994506;       1.4;         1;  4.914653;         0;         0;         0;         0;         0;         0;         0;         0;         1;         1;         1;         0;         1;         0;         0;         0
26-11-2009; 09:49:17.878  ; -2.496948; -0.4494506;   2.73538;  2.055427;  1.012819;  1.021701; 0.9995361; -0.375412; -3.390917;  -5.57319;  6001.095; -0.03967769; -0.04565987; -0.2232633;  3.125687; -0.03967769;  3.150531; -0.2232633;  24.00195; -0.3387865;  442.3845; 0.6118301; -0.1098767; 0.01220852;         0;         0;         2;     1.025;  582039.8;   5754664; -173.6244;  -1.40552;  173.6244;   1.40552;  105.4365;  101.5219; -3.473923; -2.552774; -0.2232633; -0.2232633; -68.18793;  100.1164;  192.7076; -282.7127;         0;         0; -0.007380524; -0.007380524; -0.003548329; -0.003548329;         1;         1;         0;         0;         0;         0;         0; -2.496948; -2.823982; -0.4494506; -173.6244;  173.6244;   1.40552;  101.5219;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;       -90; -89.98169; -0.4150897; 0.1037724;         0;         0;         0;         0;         0;        80;         0;  61.63316;         0;         0;         0;         8;        80;     0.125; -0.1994145;       1.4;         1;  4.914653;         0;         0;         0;         0;         0;         0;         0;         0;         1;         1;         1;         0;         1;         0;         0;         0
26-11-2009; 09:49:18.358  ; -2.496948; -0.4494506;   2.73538;  2.055427;  1.012819;   1.01407; 0.9996582; -0.3296301;  -3.22305; -5.741057;  6001.095; -0.03967769; -0.04565987; -0.2232633;  3.125687; -0.03967769; -0.04565987; -0.2232633;    23.712; -0.3387865;  442.0707; 0.4549505; -0.1251373; 0.02746917;         0;         0;         2;     1.025;  582039.8;   5754664; -173.5806; -1.396102;  173.5806;  1.396102;  105.4051;  101.4788; -3.474114; -2.554046; -0.2232633; -0.2232633; -68.17555;  100.0827;  192.6991; -282.7191;         0;         0; -0.007380524; -0.007380524; -0.003548329; -0.003548329;         1;         1;         0;         0;         0;         0;         0; -2.496948; -2.823982; -0.4494506; -173.5806;  173.5806;  1.396102;  101.4788;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0; -89.98169;       -90; -0.4150897; 0.1037724;         0;         0;         0;         0;         0;        80;         0;  61.63316;         0;         0;         0;         8;        80;     0.125; -0.1994445;       1.4;         1;  4.914653;         0;         0;         0;         0;         0;         0;         0;         0;         1;         1;         1;         0;         1;         0;         0;         0
26-11-2009; 09:49:18.838  ; -2.496948; -0.4494506;  2.736296;  2.055427;  1.012819;   1.01407; 0.9995361; -0.375412; -3.390917; -5.908925;  6001.095; -0.03967769; -0.04565987; -0.2232633;  3.125687; -0.03967769;  2.009034; -0.2232633;  24.00195; -0.3693078;  442.5414; 0.6118301; -0.06409474; 0.02746917;         0;         0;         2;     1.025;  582039.8;   5754664; -173.6163; -1.424797;  173.6163;  1.424797;  105.4818;  101.5436; -3.473952; -2.555919; -0.2232633; -0.2232633;  -68.1345;  100.1188;  192.6838; -282.7289;         0;         0; -0.007380524; -0.007380524; -0.003548329; -0.003548329;         1;         1;         0;         0;         0;         0;         0; -2.496948; -2.823982; -0.4494506; -173.6163;  173.6163;  1.424797;  101.5436;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0; -89.98169; -89.98169; -0.4150897; 0.2563789;         0;         0;         0;         0;         0;        80;         0;  61.63316;         0;         0;         0;         8;        80;     0.125; -0.1994496;       1.4;         1;  4.914653;         0;         0;         0;         0;         0;         0;         0;         0;         1;         1;         1;         0;         1;         0;         0;         0
26-11-2009; 09:49:19.318  ;      -2.5; -0.4494506;  2.737211;  2.055427;  1.012819;   1.01407; 0.9995361; -0.375412; -3.390917;  -5.57319;  6001.095; -0.03967769; -0.04565987; -0.2232633;  3.125687; -0.03967769;  3.150531; -0.2232633;  23.80356; -0.3693078;  441.8354; 0.6118301; -0.1098767; 0.02746917;         0;         0;         2;     1.025;  582039.8;   5754664; -173.6536; -1.449703;  173.6536;  1.449703;   105.522;  101.5649; -3.473978;  -2.55722; -0.2232633; -0.2232633; -68.13152;  100.1152;  192.6671; -282.7417;         0;         0; -0.007380524; -0.007380524; -0.003548329; -0.003548329;         1;         1;         0;         0;         0;         0;         0;      -2.5; -2.827434; -0.4494506; -173.6536;  173.6536;  1.449703;  101.5649;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0; -89.98169; -89.98169; -0.4150897; 0.1037724;         0;         0;         0;         0;         0;        80;         0;  61.63316;         0;         0;         0;         8;        80;     0.125; -0.1994504;       1.4;         1;  4.914653;         0;         0;         0;         0;         0;         0;         0;         0;         1;         1;         1;         0;         1;         0;         0;         0
26-11-2009; 09:49:19.798  ;      -2.5; -0.4494506;  2.736296;  2.055427;  1.012819;   1.01407; 0.9995361; -0.375412;  -3.22305; -5.908925;  6001.095; -0.03967769; -0.04565987; -0.2232633;  6001.095; -0.03967769; -0.04565987; -0.2232633;    24.063; -0.3693078;  442.2276; 0.4549505; -0.1098767; 0.02746917;         0;         0;         2;     1.025;  582039.8;   5754664;  -173.644;  -1.45018;   173.644;   1.45018;  105.4951;  101.5056; -3.474256; -2.557752; -0.2232633; -0.2232633; -68.14887;  100.0554;  192.6472; -282.7404;         0;         0; -0.007380524; -0.007380524; -0.003548329; -0.003548329;         1;         1;         0;         0;         0;         0;         0;      -2.5; -2.827434; -0.4494506;  -173.644;   173.644;   1.45018;  101.5056;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;       -90; -89.98169; -0.4150897; 0.1037724;         0;         0;         0;         0;         0;        80;         0;  61.63316;         0;         0;         0;         8;        80;     0.125; -0.1994506;       1.4;         1;  4.914653;         0;         0;         0;         0;         0;         0;         0;         0;         1;         1;         1;         0;         1;         0;         0;         0
26-11-2009; 09:49:20.278  ;      -2.5; -0.4494506;  2.737211;  2.055427;  1.012819;   1.01407; 0.9996582; -0.3296301;  -3.22305; -5.908925;  6001.095; -0.03967769; -0.04565987; -0.2232633;  8.707271; -0.03967769;  2.009034; -0.2232633;  23.94091; -0.3693078;  442.3845; 0.4549505; -0.07935539; 0.04272982;         0;         0;         2;     1.025;  582039.8;   5754664; -173.6373; -1.392213;  173.6373;  1.392213;  105.4467;  101.4937; -3.473106; -2.557768; -0.2232633; -0.2232633; -68.19058;  100.1015;  192.6429; -282.7388;         0;         0; -0.007380524; -0.007380524; -0.003548329; -0.003548329;         1;         1;         0;         0;         0;         0;         0;      -2.5; -2.827434; -0.4494506; -173.6373;  173.6373;  1.392213;  101.4937;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;       -90;       -90; -0.4150897; 0.3174216;         0;         0;         0;         0;         0;        80;         0;  61.63316;         0;         0;         0;         8;        80;     0.125; -0.1994506;       1.4;         1;  4.914653;         0;         0;         0;         0;         0;         0;         0;         0;         1;         1;         1;         0;         1;         0;         0;         0
26-11-2009; 09:49:20.758  ; -2.496948; -0.4494506;  2.737211;  2.055427;  1.012819;   1.01407; 0.9996582; -0.3296301; -3.390917; -5.908925;  6001.095; -0.03967769; -0.04565987; -0.2232633;  8.707271; -0.03967769;  2.009034; -0.2232633;  23.74252; -0.3693078;  442.0707; 0.4549505; -0.1709193; 0.02746917;         0;         0;         2;     1.025;  582039.8;   5754664; -173.6714; -1.378476;  173.6714;  1.378476;  105.4956;  101.4835; -3.472998; -2.556792; -0.2232633; -0.2232633;  -68.1758;   100.105;  192.6419; -282.7485;         0;         0; -0.007380524; -0.007380524; -0.003548329; -0.003548329;         1;         1;         0;         0;         0;         0;         0; -2.496948; -2.823982; -0.4494506; -173.6714;  173.6714;  1.378476;  101.4835;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0; -89.98169; -89.98169; -0.4150897; 0.2563789;         0;         0;         0;         0;         0;        80;         0;  61.63316;         0;         0;         0;         8;        80;     0.125; -0.1994506;       1.4;         1;  4.914653;         0;         0;         0;         0;         0;         0;         0;         0;         1;         1;         1;         0;         1;         0;         0;         0
26-11-2009; 09:49:21.238  ; -2.496948; -0.4494506;  2.736296;  2.050543;  1.005494;   1.01407; 0.9996582; -0.3296301;  -3.22305; -5.908925;  6001.095; -0.03967769; -0.04565987; -0.2232633;   5.35832; -0.03967769;  2.009034; -0.2232633;    23.712; -0.3387865;  441.6786; 0.6118301; -0.1709193; 0.02746917;         0;         0;         2;     1.025;  582039.8;   5754664; -173.6789; -1.345557;  173.6789;  1.345557;  105.4912;  101.4738; -3.474181; -2.556864; -0.2232633; -0.2232633; -68.18762;  100.1283;  192.6382; -282.7538;         0;         0; -0.007380524; -0.007380524; -0.003548329; -0.003548329;         1;         1;         0;         0;         0;         0;         0; -2.496948; -2.823982; -0.4494506; -173.6789;  173.6789;  1.345557;  101.4738;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0; -89.98169;       -90; -0.4150897; 0.2563789;         0;         0;         0;         0;         0;        80;         0;  61.63316;         0;         0;         0;         8;        80;     0.125; -0.1994506;       1.4;         1;  4.914653;         0;         0;         0;         0;         0;         0;         0;         0;         1;         1;         1;         0;         1;         0;         0;         0
26-11-2009; 09:49:21.718  ; -2.496948; -0.4494506;  2.737211;  2.055427;  1.012819;   1.01407; 0.9996582; -0.3296301;  -3.22305; -5.908925;  6001.095; -0.03967769; -0.04565987; -0.2232633;   5.35832; -0.03967769;  2.009034; -0.2232633;  23.74252; -0.3998291;  442.6983; 0.6118301; -0.2014406; 0.04272982;         0;         0;         2;     1.025;  582039.8;   5754664; -173.6626; -1.365461;  173.6626;  1.365461;  105.5234;  101.4488; -3.474071; -2.556296; -0.2232633; -0.2232633; -68.13918;  100.0833;  192.6321; -282.7591;         0;         0; -0.007380524; -0.007380524; -0.003548329; -0.003548329;         1;         1;         0;         0;         0;         0;         0; -2.496948; -2.823982; -0.4494506; -173.6626;  173.6626;  1.365461;  101.4488;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0; -89.98169; -89.98169; -0.4150897; 0.2563789;         0;         0;         0;         0;         0;        80;         0;  61.63316;         0;         0;         0;         8;        80;     0.125; -0.1994506;       1.4;         1;  4.914653;         0;         0;         0;         0;         0;         0;         0;         0;         1;         1;         1;         0;         1;         0;         0;         0
