26-11-2009;09:49:08; VOX MAXIMA ; TODO
date;time; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
26-11-2009; 09:50:31.307  ; -2.496948; -0.4494506;  2.742248;   2.06031;  1.022586;   1.01407; 0.9996582; -0.375412;  -3.22305; -5.908925;  6001.095; -0.03967769; -0.04565987; -0.2232633;   5.35832; -0.03967769; -0.04565987; -0.2232633;  23.68148; -0.3693078;  441.8354; 0.4549505; -0.1251373; 0.05799048;         0;         0;         2;     1.025;    582038;   5754664; -174.1614; -1.583727;  174.1614;  1.583727;  105.7365;  101.4982; -3.473769; -2.561826; -0.2232633; -0.2232633; -68.42496;  99.91443;   193.394; -282.4191;         0;         0; -0.007380524; -0.007380524; -0.003548329; -0.003548329;         1;         1;         0;         0;         0;         0;         0; -2.496948; -2.823982; -0.4494506; -174.1614;  174.1614;  1.583727;  101.4982;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;       -90;       -90; -0.4150897; 0.1037724;         0;         0;         0;         0;         0;        80;         0;  61.63316;         0;         0;         0;         8;        80;     0.125; -0.1994506;       1.4;         1;  4.914653;         0;         0;         0;         0;         0;         0;         0;         0;         1;         1;         1;         0;         1;         0;         0;         0
26-11-2009; 09:50:31.787  ;      -2.5; -0.4494506;  2.741332;   2.06031;  1.012819;   1.01407; 0.9995361; -0.375412; -3.390917;  -5.57319;  6001.095; -0.03967769; -0.04565987; -0.2232633;   5.35832; -0.03967769;  2.009034; -0.2232633;  24.00195; -0.3693078;  442.0707; 0.4549505; -0.07935539; 0.02746917;         0;         0;         2;     1.025;    582038;   5754664; -174.1909; -1.566561;  174.1909;  1.566561;  105.7356;   101.489; -3.472375;  -2.56582; -0.2232633; -0.2232633; -68.45536;  99.92247;   193.402; -282.4163;         0;         0; -0.007380524; -0.007380524; -0.003548329; -0.003548329;         1;         1;         0;         0;         0;         0;         0;      -2.5; -2.827434; -0.4494506; -174.1909;  174.1909;  1.566561;   101.489;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0; -89.98169; -89.98169; -0.4150897; 0.1037724;         0;         0;         0;         0;         0;        80;         0;  61.63316;         0;         0;         0;         8;        80;     0.125; -0.1994506;       1.4;         1;  4.914653;         0;         0;         0;         0;         0;         0;         0;         0;         1;         1;         1;         0;         1;         0;         0;         0
26-11-2009; 09:50:32.267  ;      -2.5; -0.4494506;  2.742248;   2.06031;  1.017702;   1.01407; 0.9996582; -0.3296301; -3.390917;  -5.57319;  6001.095; -0.03967769; -0.04565987; -0.2232633;   5.35832; -0.03967769;  2.009034; -0.2232633;  23.97143; -0.3693078;  442.0707; 0.6118301; -0.1251373; 0.01220852;         0;         0;         2;     1.025;    582038;   5754664; -174.1577;  -1.51358;  174.1577;   1.51358;   105.786;  101.4583; -3.472167; -2.570482; -0.2232633; -0.2232633; -68.37171;  99.94467;  193.3943; -282.4245;         0;         0; -0.007380524; -0.007380524; -0.003548329; -0.003548329;         1;         1;         0;         0;         0;         0;         0;      -2.5; -2.827434; -0.4494506; -174.1577;  174.1577;   1.51358;  101.4583;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;       -90; -89.98169; -0.4150897; 0.1037724;         0;         0;         0;         0;         0;        80;         0;  61.63316;         0;         0;         0;         8;        80;     0.125; -0.1994506;       1.4;         1;  4.914653;         0;         0;         0;         0;         0;         0;         0;         0;         1;         1;         1;         0;         1;         0;         0;         0
26-11-2009; 09:50:32.747  ; -2.496948; -0.4494506;  2.742248;  2.055427;  1.017702;   1.01407; 0.9996582; -0.3296301;  -3.22305; -5.908925;  6001.095; -0.03967769; -0.04565987; -0.2232633;   5.35832; -0.03967769;  2.009034; -0.2232633;  23.97143; -0.3387865;  441.8354; 0.6118301; -0.1556586; 0.04272982;         0;         0;         2;     1.025;    582038;   5754664; -174.1642; -1.584677;  174.1642;  1.584677;  105.8149;  101.4828; -3.471979; -2.575012; -0.2232633; -0.2232633; -68.34932;  99.89816;  193.3786; -282.4316;         0;         0; -0.007380524; -0.007380524; -0.003548329; -0.003548329;         1;         1;         0;         0;         0;         0;         0; -2.496948; -2.823982; -0.4494506; -174.1642;  174.1642;  1.584677;  101.4828;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0; -89.98169; -89.98169; -0.4150897; 0.1037724;         0;         0;         0;         0;         0;        80;         0;  61.63316;         0;         0;         0;         8;        80;     0.125; -0.1994506;       1.4;         1;  4.914653;         0;         0;         0;         0;         0;         0;         0;         0;         1;         1;         1;         0;         1;         0;         0;         0
26-11-2009; 09:50:33.227  ;      -2.5; -0.4494506;  2.741332;   2.06031;  1.012819;   1.01407; 0.9996582; -0.3296301; -3.390917; -5.741057;  6001.095; -0.03967769; -0.04565987; -0.2232633;  3.125687; -0.03967769;  2.009034; -0.2232633;  23.77304; -0.3693078;  442.5414; 0.4549505; -0.07935539; 0.02746917;         0;         0;         2;     1.025;    582038;   5754664; -174.1784; -1.586709;  174.1784;  1.586709;  105.8748;  101.5246;  -3.47179; -2.578391; -0.2232633; -0.2232633; -68.30363;  99.93791;  193.3482; -282.4221;         0;         0; -0.007380524; -0.007380524; -0.003548329; -0.003548329;         1;         1;         0;         0;         0;         0;         0;      -2.5; -2.827434; -0.4494506; -174.1784;  174.1784;  1.586709;  101.5246;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0; -89.98169; -89.98169; -0.4150897; 0.1037724;         0;         0;         0;         0;         0;        80;         0;  61.63316;         0;         0;         0;         8;        80;     0.125; -0.1994506;       1.4;         1;  4.914653;         0;         0;         0;         0;         0;         0;         0;         0;         1;         1;         1;         0;         1;         0;         0;         0
26-11-2009; 09:50:33.707  ;      -2.5; -0.4494506;  2.741332;  2.055427;  1.012819;   1.01407; 0.9995361; -0.3296301;  -3.22305; -5.908925;  6001.095; -0.03967769; -0.04565987; -0.2232633;  8.707271; -0.03967769; -0.04565987; -0.2232633;  23.77304; -0.3693078;  442.2276; 0.4549505; -0.1556586; 0.02746917;         0;         0;         2;     1.025;    582038;   5754664; -174.1865; -1.633718;  174.1865;  1.633718;  105.8195;   101.603;  -3.47284; -2.581787; -0.2232633; -0.2232633; -68.36691;  99.96925;  193.3328; -282.4325;         0;         0; -0.007380524; -0.007380524; -0.003548329; -0.003548329;         1;         1;         0;         0;         0;         0;         0;      -2.5; -2.827434; -0.4494506; -174.1865;  174.1865;  1.633718;   101.603;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0; -89.98169; -89.98169; -0.4150897; 0.2563789;         0;         0;         0;         0;         0;        80;         0;  61.63316;         0;         0;         0;         8;        80;     0.125; -0.1994506;       1.4;         1;  4.914653;         0;         0;         0;         0;         0;         0;         0;         0;         1;         1;         1;         0;         1;         0;         0;         0
26-11-2009; 09:50:34.187  ;      -2.5; -0.4494506;  2.742248;   2.06031;  1.012819;  1.021701; 0.9995361; -0.3296301;  -3.22305; -6.076792;  6001.095; -0.03967769; -0.04565987; -0.2232633;  3.125687; -0.03967769; -0.04565987; -0.2232633;  23.94091; -0.3693078;  441.8354; 0.6118301; -0.1251373; 0.04272982;         0;         0;         2;     1.025;  582037.9;   5754664; -174.2035; -1.612544;  174.2035;  1.612544;    105.87;  101.6497; -3.471361; -2.583262; -0.2232633; -0.2232633; -68.33346;  100.0372;  193.3214; -282.4601;         0;         0; -0.007380524; -0.007380524; -0.003548329; -0.003548329;         1;         1;         0;         0;         0;         0;         0;      -2.5; -2.827434; -0.4494506; -174.2035;  174.2035;  1.612544;  101.6497;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0; -89.98169;       -90; -0.4150897; 0.1037724;         0;         0;         0;         0;         0;        80;         0;  61.63316;         0;         0;         0;         8;        80;     0.125; -0.1994506;       1.4;         1;  4.914653;         0;         0;         0;         0;         0;         0;         0;         0;         1;         1;         1;         0;         1;         0;         0;         0
26-11-2009; 09:50:34.667  ; -2.496948; -0.4494506;  2.741332;   2.06031;  1.017702;   1.01407; 0.9995361; -0.375412; -3.390917;  -5.57319;  6001.095; -0.03967769; -0.04565987; -0.2232633;   5.35832; -0.03967769;  3.150531; -0.2232633;  24.03247; -0.3387865;  442.6983; 0.6118301; -0.04883409; 0.02746917;         0;         0;         2;     1.025;  582037.9;   5754664; -174.2085; -1.632302;  174.2085;  1.632302;  105.8386;  101.6042; -3.471197; -2.584405; -0.2232633; -0.2232633;  -68.3699;  99.97188;  193.3116; -282.4864;         0;         0; -0.007380524; -0.007380524; -0.003548329; -0.003548329;         1;         1;         0;         0;         0;         0;         0; -2.496948; -2.823982; -0.4494506; -174.2085;  174.2085;  1.632302;  101.6042;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0; -89.98169;       -90; -0.4150897; 0.1037724;         0;         0;         0;         0;         0;        80;         0;  61.63316;         0;         0;         0;         8;        80;     0.125; -0.1994506;       1.4;         1;  4.914653;         0;         0;         0;         0;         0;         0;         0;         0;         1;         1;         1;         0;         1;         0;         0;         0
26-11-2009; 09:50:35.146  ; -2.496948; -0.4494506;  2.742248;   2.06031;  1.005494;   1.01407; 0.9995361; -0.375412; -3.390917; -5.908925;  6001.095; -0.03967769; -0.04565987; -0.2232633;   5.35832; -0.03967769; -0.04565987; -0.2232633;  24.03247; -0.3387865;  442.3845; 0.4549505; -0.03357343; 0.02746917;         0;         0;         2;     1.025;  582037.9;   5754664; -174.2004; -1.623287;  174.2004;  1.623287;  105.8139;  101.6488; -3.472373; -2.585601; -0.2232633; -0.2232633; -68.38656;  100.0255;  193.3105; -282.4944;         0;         0; -0.007380524; -0.007380524; -0.003548329; -0.003548329;         1;         1;         0;         0;         0;         0;         0; -2.496948; -2.823982; -0.4494506; -174.2004;  174.2004;  1.623287;  101.6488;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;       -90; -89.98169; -0.4150897; 0.1037724;         0;         0;         0;         0;         0;        80;         0;  61.63316;         0;         0;         0;         8;        80;     0.125; -0.1994506;       1.4;         1;  4.914653;         0;         0;         0;         0;         0;         0;         0;         0;         1;         1;         1;         0;         1;         0;         0;         0
26-11-2009; 09:50:35.626  ;      -2.5; -0.4494506;  2.743163;   2.06031;  1.017702;  1.021701; 0.9995361; -0.3296301;  -3.22305; -5.908925;  6001.095; -0.03967769; -0.04565987; -0.2232633;  8.707271; -0.03967769;  2.009034; -0.2232633;    24.063; -0.3693078;  442.3845; 0.4549505; -0.07935539; 0.04272982;         0;         0;         2;     1.025;  582037.9;   5754664; -174.2288; -1.665845;  174.2288;  1.665845;  105.9128;  101.6553; -3.472425; -2.586518; -0.2232633; -0.2232633; -68.31604;  99.98943;  193.2922; -282.5016;         0;         0; -0.007380524; -0.007380524; -0.003548329; -0.003548329;         1;         1;         0;         0;         0;         0;         0;      -2.5; -2.827434; -0.4494506; -174.2288;  174.2288;  1.665845;  101.6553;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0; -89.98169;       -90; -0.4150897; 0.1037724;         0;         0;         0;         0;         0;        80;         0;  61.63316;         0;         0;         0;         8;        80;     0.125; -0.1994506;       1.4;         1;  4.914653;         0;         0;         0;         0;         0;         0;         0;         0;         1;         1;         1;         0;         1;         0;         0;         0
26-11-2009; 09:50:36.106  ; -2.496948; -0.4494506;  2.741332;  2.055427;  1.012819;  1.021701; 0.9995361; -0.375412;  -3.22305; -5.908925;  6001.095; -0.03967769; -0.04565987; -0.2232633;   5.35832; -0.03967769;  3.150531; -0.2232633;  23.87987; -0.3693078;  442.6983; 0.6118301; -0.1709193; 0.04272982;         0;         0;         2;     1.025;  582037.9;   5754664; -174.2373; -1.669552;  174.2373;  1.669552;  105.9384;  101.6129; -3.472613; -2.586924; -0.2232633; -0.2232633; -68.29887;  99.94333;  193.2658; -282.4939;         0;         0; -0.007380524; -0.007380524; -0.003548329; -0.003548329;         1;         1;         0;         0;         0;         0;         0; -2.496948; -2.823982; -0.4494506; -174.2373;  174.2373;  1.669552;  101.6129;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;       -90; -89.98169; -0.4150897; 0.1037724;         0;         0;         0;         0;         0;        80;         0;  61.63316;         0;         0;         0;         8;        80;     0.125; -0.1994506;       1.4;         1;  4.914653;         0;         0;         0;         0;         0;         0;         0;         0;         1;         1;         1;         0;         1;         0;         0;         0
26-11-2009; 09:50:36.586  ;      -2.5; -0.4494506;  2.742248;   2.06031;  1.017702;   1.01407; 0.9995361; -0.375412; -3.390917; -5.908925;  6001.095; -0.03967769; -0.04565987; -0.2232633;   5.35832; -0.03967769; -0.04565987; -0.2232633;  23.94091; -0.3693078;  442.5414; 0.4549505; -0.09461604; 0.02746917;         0;         0;         2;     1.025;  582037.9;   5754664; -174.2215; -1.620698;  174.2215;  1.620698;  105.9461;  101.5356; -3.472858; -2.587954; -0.2232633; -0.2232633; -68.27534;   99.9149;  193.2454; -282.4946;         0;         0; -0.007380524; -0.007380524; -0.003548329; -0.003548329;         1;         1;         0;         0;         0;         0;         0;      -2.5; -2.827434; -0.4494506; -174.2215;  174.2215;  1.620698;  101.5356;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0; -89.98169; -89.98169; -0.4150897; 0.2563789;         0;         0;         0;         0;         0;        80;         0;  61.63316;         0;         0;         0;         8;        80;     0.125; -0.1994506;       1.4;         1;  4.914653;         0;         0;         0;         0;         0;         0;         0;         0;         1;         1;         1;         0;         1;         0;         0;         0
26-11-2009; 09:50:37.066  ; -2.496948; -0.4494506;  2.741332;   2.06031;  1.017702;  1.021701; 0.9995361; -0.3296301; -3.390917; -5.741057;  6001.095; -0.03967769; -0.04565987; -0.2232633;  3.125687; -0.03967769;  2.009034; -0.2232633;  23.87987; -0.3693078;  442.2276; 0.6118301; -0.140398; 0.02746917;         0;         0;         2;     1.025;  582037.9;   5754664; -174.2103; -1.626386;  174.2103;  1.626386;  105.8884;  101.6522; -3.473168; -2.590103; -0.2232633; -0.2232633; -68.32185;  100.0259;  193.2295;  -282.511;         0;         0; -0.007380524; -0.007380524; -0.003548329; -0.003548329;         1;         1;         0;         0;         0;         0;         0; -2.496948; -2.823982; -0.4494506; -174.2103;  174.2103;  1.626386;  101.6522;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0; -89.98169;       -90; -0.4150897; 0.1037724;         0;         0;         0;         0;         0;        80;         0;  61.63316;         0;         0;         0;         8;        80;     0.125; -0.1994506;       1.4;         1;  4.914653;         0;         0;         0;         0;         0;         0;         0;         0;         1;         1;         1;         0;         1;         0;         0;         0
26-11-2009; 09:50:37.546  ; -2.496948; -0.4494506;  2.741332;  2.055427;  1.012819;   1.01407; 0.9995361; -0.3296301; -3.390917; -6.076792;  6001.095; -0.03967769; -0.04565987; -0.2232633;  13.17254; -0.03967769; -0.04565987; -0.2232633;  24.03247; -0.3387865;  442.5414; 0.4549505; -0.1709193; 0.02746917;         0;         0;         2;     1.025;  582037.9;   5754664; -174.1901; -1.591236;  174.1901;  1.591236;  105.8019;  101.6015; -3.473152; -2.592992; -0.2232633; -0.2232633; -68.38821;  100.0102;   193.226; -282.5278;         0;         0; -0.007380524; -0.007380524; -0.003548329; -0.003548329;         1;         1;         0;         0;         0;         0;         0; -2.496948; -2.823982; -0.4494506; -174.1901;  174.1901;  1.591236;  101.6015;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0; -89.98169;       -90; -0.4150897; 0.2563789;         0;         0;         0;         0;         0;        80;         0;  61.63316;         0;         0;         0;         8;        80;     0.125; -0.1994506;       1.4;         1;  4.914653;         0;         0;         0;         0;         0;         0;         0;         0;         1;         1;         1;         0;         1;         0;         0;         0
26-11-2009; 09:50:38.026  ; -2.496948; -0.4494506;  2.741332;  2.055427;  1.017702;  1.021701; 0.9995361; -0.3296301; -3.390917; -5.908925;  6001.095; -0.03967769; -0.04565987; -0.2232633;  13.17254; -0.03967769;  2.009034; -0.2232633;  24.00195; -0.3387865;  441.8354; 0.6118301; -0.1098767; 0.02746917;         0;         0;         2;     1.025;  582037.8;   5754664;  -174.174; -1.633909;   174.174;  1.633909;  105.7542;   101.581; -3.473257; -2.594496; -0.2232633; -0.2232633; -68.41976;  99.94711;  193.2341; -282.5267;         0;         0; -0.007380524; -0.007380524; -0.003548329; -0.003548329;         1;         1;         0;         0;         0;         0;         0; -2.496948; -2.823982; -0.4494506;  -174.174;   174.174;  1.633909;   101.581;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0; -89.98169; -89.98169; -0.4150897; 0.1037724;         0;         0;         0;         0;         0;        80;         0;  61.63316;         0;         0;         0;         8;        80;     0.125; -0.1994506;       1.4;         1;  4.914653;         0;         0;         0;         0;         0;         0;         0;         0;         1;         1;         1;         0;         1;         0;         0;         0
26-11-2009; 09:50:38.506  ;      -2.5; -0.4494506;  2.741332;   2.06031;  1.017702;   1.01407;  0.999414; -0.375412;  -3.22305; -5.908925;  6001.095; -0.03967769; -0.04565987; -0.2232633;  6001.095; -0.03967769;  2.009034; -0.2232633;  24.16982; -0.3693078;  442.0707; 0.4549505; -0.09461604; 0.02746917;         0;         0;         2;     1.025;  582037.8;   5754664; -174.1752; -1.609334;  174.1752;  1.609334;   105.781;  101.5641; -3.474369; -2.595151; -0.2232633; -0.2232633;  -68.3942;  99.95476;  193.2442;  -282.528;         0;         0; -0.007380524; -0.007380524; -0.003548329; -0.003548329;         1;         1;         0;         0;         0;         0;         0;      -2.5; -2.827434; -0.4494506; -174.1752;  174.1752;  1.609334;  101.5641;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0; -89.98169; -89.98169; -0.4150897; 0.1037724;         0;         0;         0;         0;         0;        80;         0;  61.63316;         0;         0;         0;         8;        80;     0.125; -0.1994506;       1.4;         1;  4.914653;         0;         0;         0;         0;         0;         0;         0;         0;         1;         1;         1;         0;         1;         0;         0;         0
26-11-2009; 09:50:38.986  ;      -2.5; -0.4494506;  2.740416;  2.055427;  1.012819;   1.01407; 0.9995361; -0.3296301;  -3.22305; -5.908925;  6001.095; -0.03967769; -0.04565987; -0.2232633;   5.35832; -0.03967769;  2.009034; -0.2232633;  24.12404; -0.3693078;  442.0707; 0.6118301; -0.140398; 0.02746917;         0;         0;         2;     1.025;  582037.8;   5754664; -174.1488; -1.541565;  174.1488;  1.541565;  105.7725;  101.5051; -3.472908; -2.594705; -0.2232633; -0.2232633; -68.37621;  99.96357;  193.2453; -282.5289;         0;         0; -0.007380524; -0.007380524; -0.003548329; -0.003548329;         1;         1;         0;         0;         0;         0;         0;      -2.5; -2.827434; -0.4494506; -174.1488;  174.1488;  1.541565;  101.5051;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0; -89.98169; -89.98169; -0.4150897; 0.1037724;         0;         0;         0;         0;         0;        80;         0;  61.63316;         0;         0;         0;         8;        80;     0.125; -0.1994506;       1.4;         1;  4.914653;         0;         0;         0;         0;         0;         0;         0;         0;         1;         1;         1;         0;         1;         0;         0;         0
26-11-2009; 09:50:39.466  ;      -2.5; -0.4494506;  2.740416;  2.055427;  1.017702;  1.021701;  0.999414; -0.3296301;  -3.22305; -5.908925;  6001.095; -0.03967769; -0.04565987; -0.2232633;  3.125687; -0.03967769;  2.009034; -0.2232633;  24.00195; -0.3693078;  441.6786; 0.4549505; -0.06409474; 0.02746917;         0;         0;         2;     1.025;  582037.8;   5754664; -174.1475; -1.558689;  174.1475;  1.558689;  105.7286;  101.5951; -3.473828; -2.591532; -0.2232633; -0.2232633; -68.41896;  100.0365;  193.2517; -282.5418;         0;         0; -0.007380524; -0.007380524; -0.003548329; -0.003548329;         1;         1;         0;         0;         0;         0;         0;      -2.5; -2.827434; -0.4494506; -174.1475;  174.1475;  1.558689;  101.5951;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0; -89.98169;       -90; -0.4150897; 0.1037724;         0;         0;         0;         0;         0;        80;         0;  61.63316;         0;         0;         0;         8;        80;     0.125; -0.1994506;       1.4;         1;  4.914653;         0;         0;         0;         0;         0;         0;         0;         0;         1;         1;         1;         0;         1;         0;         0;         0
26-11-2009; 09:50:39.946  ;      -2.5; -0.4494506;  2.741332;  2.055427;  1.012819;   1.01407;  0.999414; -0.3296301;  -3.22305; -5.908925;  6001.095; -0.03967769; -0.04565987; -0.2232633;   5.35832; -0.03967769;  3.150531; -0.2232633;  24.09352; -0.3693078;  442.2276; 0.6118301; -0.01831278; 0.04272982;         0;         0;         2;     1.025;  582037.8;   5754664; -174.1381;  -1.56725;  174.1381;   1.56725;  105.7099;   101.546;  -3.47351; -2.586714; -0.2232633; -0.2232633; -68.42823;  99.97872;  193.2684; -282.5616;         0;         0; -0.007380524; -0.007380524; -0.003548329; -0.003548329;         1;         1;         0;         0;         0;         0;         0;      -2.5; -2.827434; -0.4494506; -174.1381;  174.1381;   1.56725;   101.546;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0; -89.98169; -89.98169; -0.4150897; 0.2563789;         0;         0;         0;         0;         0;        80;         0;  61.63316;         0;         0;         0;         8;        80;     0.125; -0.1994506;       1.4;         1;  4.914653;         0;         0;         0;         0;         0;         0;         0;         0;         1;         1;         1;         0;         1;         0;         0;         0
26-11-2009; 09:50:40.426  ;      -2.5; -0.4494506;  2.740416;  2.055427;  1.012819;  1.021701;  0.999414; -0.375412;  -3.22305; -5.908925;  6001.095; -0.03967769; -0.04565987; -0.2232633;   5.35832; -0.03967769;  2.009034; -0.2232633;    24.063; -0.3693078;  442.0707; 0.4549505; -0.07935539; 0.04272982;         0;         0;         2;     1.025;  582037.8;   5754664; -174.1191; -1.539225;  174.1191;  1.539225;  105.6834;  101.5785; -3.473001; -2.579305; -0.2232633; -0.2232633; -68.43576;  100.0393;  193.2873; -282.5677;         0;         0; -0.007380524; -0.007380524; -0.003548329; -0.003548329;         1;         1;         0;         0;         0;         0;         0;      -2.5; -2.827434; -0.4494506; -174.1191;  174.1191;  1.539225;  101.5785;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0; -89.98169; -89.98169; -0.4150897; 0.1037724;         0;         0;         0;         0;         0;        80;         0;  61.63316;         0;         0;         0;         8;        80;     0.125; -0.1994506;       1.4;         1;  4.914653;         0;         0;         0;         0;         0;         0;         0;         0;         1;         1;         1;         0;         1;         0;         0;         0
26-11-2009; 09:50:40.906  ;      -2.5; -0.4494506;  2.740416;  2.055427;  1.017702;   1.01407; 0.9995361; -0.3296301; -3.390917; -5.908925;  6001.095; -0.03967769; -0.04565987; -0.2232633;   5.35832; -0.03967769;  3.150531; -0.2232633;  23.97143; -0.3693078;  441.6786; 0.6118301; -0.140398; 0.04272982;         0;         0;         2;     1.025;  582037.8;   5754664; -174.0961;  -1.54972;  174.0961;   1.54972;  105.6541;  101.5638; -3.471248; -2.570998; -0.2232633; -0.2232633; -68.44198;  100.0141;  193.3015; -282.5832;         0;         0; -0.007380524; -0.007380524; -0.003548329; -0.003548329;         1;         1;         0;         0;         0;         0;         0;      -2.5; -2.827434; -0.4494506; -174.0961;  174.0961;   1.54972;  101.5638;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;       -90; -89.98169; -0.4150897; 0.3174216;         0;         0;         0;         0;         0;        80;         0;  61.63316;         0;         0;         0;         8;        80;     0.125; -0.1994506;       1.4;         1;  4.914653;         0;         0;         0;         0;         0;         0;         0;         0;         1;         1;         1;         0;         1;         0;         0;         0
26-11-2009; 09:50:41.386  ;      -2.5; -0.4494506;  2.740416;  2.055427;  1.012819;   1.01407;  0.999414; -0.3296301; -3.390917; -6.076792;  6001.095; -0.03967769; -0.04565987; -0.2232633;  3.125687; -0.03967769;  2.009034; -0.2232633;  23.97143; -0.3693078;  442.5414; 0.4549505; -0.06409474; 0.02746917;         0;         0;         2;     1.025;  582037.8;   5754664; -174.0861; -1.524751;  174.0861;  1.524751;  105.6419;  101.5463; -3.473373; -2.562007; -0.2232633; -0.2232633; -68.44427;  100.0216;  193.3143; -282.5974;         0;         0; -0.007380524; -0.007380524; -0.003548329; -0.003548329;         1;         1;         0;         0;         0;         0;         0;      -2.5; -2.827434; -0.4494506; -174.0861;  174.0861;  1.524751;  101.5463;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;       -90; -89.98169; -0.4150897; 0.1037724;         0;         0;         0;         0;         0;        80;         0;  61.63316;         0;         0;         0;         8;        80;     0.125; -0.1994506;       1.4;         1;  4.914653;         0;         0;         0;         0;         0;         0;         0;         0;         1;         1;         1;         0;         1;         0;         0;         0
26-11-2009; 09:50:41.865  ;      -2.5; -0.4494506;  2.740416;  2.055427;  1.017702;   1.01407;  0.999414; -0.3296301; -3.390917; -5.908925;  6001.095; -0.03967769; -0.04565987; -0.2232633;  6001.095; -0.03967769;  2.009034; -0.2232633;  23.91039; -0.3387865;  442.2276; 0.4549505; -0.140398; 0.02746917;         0;         0;         2;     1.025;  582037.8;   5754664; -174.0786;  -1.48032;  174.0786;   1.48032;  105.6266;   101.494; -3.472147; -2.553982; -0.2232633; -0.2232633; -68.45201;  100.0137;  193.3314; -282.6188;         0;         0; -0.007380524; -0.007380524; -0.003548329; -0.003548329;         1;         1;         0;         0;         0;         0;         0;      -2.5; -2.827434; -0.4494506; -174.0786;  174.0786;   1.48032;   101.494;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0; -89.98169; -89.98169; -0.4150897; 0.2563789;         0;         0;         0;         0;         0;        80;         0;  61.63316;         0;         0;         0;         8;        80;     0.125; -0.1994506;       1.4;         1;  4.914653;         0;         0;         0;         0;         0;         0;         0;         0;         1;         1;         1;         0;         1;         0;         0;         0
26-11-2009; 09:50:42.345  ;      -2.5; -0.4494506;  2.740416;  2.055427;  1.017702;  1.021701;  0.999414; -0.3296301; -3.390917; -5.908925;  6001.095; -0.03967769; -0.04565987; -0.2232633;  8.707271; -0.03967769;  3.150531; -0.2232633;  23.77304; -0.3693078;  442.6983; 0.6118301; -0.04883409; 0.02746917;         0;         0;         2;     1.025;  582037.8;   5754664; -174.0817; -1.495571;  174.0817;  1.495571;  105.6171;  101.5189; -3.472311; -2.545881; -0.2232633; -0.2232633; -68.46463;  100.0234;  193.3466; -282.6248;         0;         0; -0.007380524; -0.007380524; -0.003548329; -0.003548329;         1;         1;         0;         0;         0;         0;         0;      -2.5; -2.827434; -0.4494506; -174.0817;  174.0817;  1.495571;  101.5189;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0; -89.98169; -89.98169; -0.4150897; 0.2563789;         0;         0;         0;         0;         0;        80;         0;  61.63316;         0;         0;         0;         8;        80;     0.125; -0.1994506;       1.4;         1;  4.914653;         0;         0;         0;         0;         0;         0;         0;         0;         1;         1;         1;         0;         1;         0;         0;         0
