CRSN id 'D15300-01941' di 'P03_575' rl 0 rs 15.64 crsn
CRSN id 'D15300-01820' di 'P03_574' rl 0 rs 14.87 crsn
CRSN id 'D15300-01735' di 'P03_573' rl 0 rs 14.19 crsn
CRSN id 'D15300-01664' di 'P03_572' rl 0 rs 13.76 crsn
CRSN id 'D15300-01545' di 'P03_571' rl 0 rs 13.7 crsn
CRSN id 'D15300-01413' di 'P03_570' rl 0 rs 12.98 crsn
CRSN id 'D15300-01297' di 'P03_569' rl 0 rs 13.58 crsn
CRSN id 'D15300-01280' di 'P03_568' rl 0 rs 13.58 crsn
CRSN id 'D15300-01185' di 'P03_567' rl 0 rs 13.43 crsn
CRSN id 'D15300-01115' di 'P03_648' rl 0 rs 13.38 crsn
CRSN id 'D15300-00996' di 'P03_647' rl 0 rs 13.52 crsn
CRSN id 'D15300-00821' di 'P03_276' rl 0 rs 8.6 crsn
CRSN id 'D15300-00785' di 'P03_275' rl 0 rs 7.28 crsn
CRSN id 'D15300-00761' di 'P03_274' rl 0 rs 6.92 crsn
CRSN id 'D15300-00649' di 'P03_273' rl 0 rs 7.24 crsn
CRSN id 'D15300-00524' di 'P03_272' rl 0 rs 6.43 crsn
CRSN id 'D15300-00407' di 'P03_642' rl 0 rs 10.99 crsn
CRSN id 'D15300-00271' di 'P03_270' rl 0 rs 5.65 crsn
CRSN id 'D15300-00118' di 'P03_269' rl 0 rs 4.79 crsn
CRSN id 'D15300-00000' di 'P03_268' rl 0 rs 5.65 crsn
CRSN id 'D12900-06059' di 'P03_255' rl 0 rs 19.41 crsn
CRSN id 'D12900-05977' di 'P03_254' rl 0 rs 19.27 crsn
CRSN id 'D12900-05874' di 'P03_253' rl 0 rs 19.11 crsn
CRSN id 'D12900-05773' di 'P03_252' rl 0 rs 18.99 crsn
CRSN id 'D12900-05675' di 'P03_251' rl 0 rs 18.47 crsn
CRSN id 'D12900-05577' di 'P03_250' rl 0 rs 18.85 crsn
CRSN id 'D12900-05517' di 'P03_249' rl 0 rs 18.12 crsn
CRSN id 'D12900-05371' di 'P03_248' rl 0 rs 18.69 crsn
CRSN id 'D12900-05256' di 'P03_247' rl 0 rs 17.65 crsn
CRSN id 'D12900-05146' di 'P03_246' rl 0 rs 17.26 crsn
CRSN id 'D12900-05050' di 'P03_245' rl 0 rs 17.22 crsn
CRSN id 'D12900-04948' di 'P03_244' rl 0 rs 16.8 crsn
CRSN id 'D12900-04810' di 'P03_243' rl 0 rs 16.42 crsn
CRSN id 'D12900-04682' di 'P03_242' rl 0 rs 16.12 crsn
CRSN id 'D12900-04569' di 'P03_241' rl 0 rs 15.9 crsn
CRSN id 'D12900-04430' di 'P03_240' rl 0 rs 15.41 crsn
CRSN id 'D12900-04327' di 'P03_239' rl 0 rs 14.87 crsn
CRSN id 'D12900-04266' di 'P03_238' rl 0 rs 14.73 crsn
CRSN id 'D12900-04142' di 'P03_237' rl 0 rs 14.91 crsn
CRSN id 'D12900-04034' di 'P03_236' rl 0 rs 14.73 crsn
CRSN id 'D12900-03900' di 'P03_235' rl 0 rs 14.51 crsn
CRSN id 'D12900-03817' di 'P03_234' rl 0 rs 13.84 crsn
CRSN id 'D12900-03728' di 'P03_233' rl 0 rs 13.77 crsn
CRSN id 'D12900-03621' di 'P03_232' rl 0 rs 13.85 crsn
CRSN id 'D12900-03533' di 'P03_231' rl 0 rs 13.21 crsn
CRSN id 'D12900-03446' di 'P03_230' rl 0 rs 12.77 crsn
CRSN id 'D12900-03341' di 'P03_229' rl 0 rs 12.25 crsn
CRSN id 'D12900-03306' di 'P03_228' rl 0 rs 12.98 crsn
CRSN id 'D12900-03149' di 'P03_227' rl 0 rs 12.41 crsn
CRSN id 'D12900-03045' di 'P03_226' rl 0 rs 10.76 crsn
CRSN id 'D12900-02969' di 'P03_225' rl 0 rs 10.68 crsn
CRSN id 'D12900-02889' di 'P03_224' rl 0 rs 11.89 crsn
CRSN id 'D12900-02811' di 'P03_223' rl 0 rs 10.22 crsn
CRSN id 'D12900-02651' di 'P03_222' rl 0 rs 10.01 crsn
CRSN id 'D12900-02528' di 'P03_221' rl 0 rs 9.85 crsn
CRSN id 'D12900-02390' di 'P03_220' rl 0 rs 9.77 crsn
CRSN id 'D12900-02252' di 'P03_219' rl 0 rs 9.6 crsn
CRSN id 'D12900-02096' di 'P03_218' rl 0 rs 9.6 crsn
CRSN id 'D12900-01986' di 'P03_217' rl 0 rs 8.96 crsn
CRSN id 'D12900-01931' di 'P03_216' rl 0 rs 8.76 crsn
CRSN id 'D12900-01814' di 'P03_215' rl 0 rs 8.55 crsn
CRSN id 'D12900-01716' di 'P03_214' rl 0 rs 8.12 crsn
CRSN id 'D12900-01611' di 'P03_213' rl 0 rs 8.22 crsn
CRSN id 'D12900-01498' di 'P03_617' rl 0 rs 8.62 crsn
CRSN id 'D12900-01374' di 'P03_616' rl 0 rs 8.18 crsn
CRSN id 'D12900-01249' di 'P03_615' rl 0 rs 8.11 crsn
CRSN id 'D12900-01124' di 'P03_209' rl 0 rs 7.38 crsn
CRSN id '6' di 'P03_22' rl 0 rs 4.93 crsn
CRSN id '166010-01182' di 'P03_13' rl 0 rs 2.75 crsn
CRSN id '166010-01095' di 'P03_12' rl 0 rs 2.71 crsn
CRSN id '166010-00993' di 'P03_11' rl 0 rs 3.2 crsn
CRSN id '166010-00880' di 'P03_10' rl 0 rs 3.09 crsn
CRSN id '166010-00774' di 'P03_9' rl 0 rs 3.41 crsn
CRSN id '166010-00683' di 'P03_8' rl 0 rs 3.16 crsn
CRSN id '166010-00591' di 'P03_7' rl 0 rs 3.11 crsn
CRSN id '166010-00491' di 'P03_6' rl 0 rs 3.21 crsn
CRSN id '166010-00390' di 'P03_5' rl 0 rs 4.9 crsn
CRSN id '166010-00283' di 'P03_4' rl 0 rs 2.34 crsn
CRSN id '166010-00179' di 'P03_3' rl 0 rs 3.13 crsn
CRSN id '166010-00097' di 'P03_2' rl 0 rs 2.27 crsn
CRSN id '166010-00000' di 'P03_22' rl 0 rs 2.33 crsn
CRSN id '166010-03171' di 'P03_33' rl 0 rs 3.66 crsn
CRSN id '166010-03065' di 'P03_32' rl 0 rs 3.53 crsn
CRSN id '166010-02969' di 'P03_31' rl 0 rs 3.94 crsn
CRSN id '166010-02873' di 'P03_30' rl 0 rs 3.4 crsn
CRSN id '166010-02770' di 'P03_29' rl 0 rs 3.12 crsn
CRSN id '166010-02670' di 'P03_28' rl 0 rs 2.7 crsn
CRSN id '166010-02528' di 'P03_27' rl 0 rs 2.97 crsn
CRSN id '166010-02439' di 'P03_26' rl 0 rs 5.03 crsn
CRSN id '166010-02362' di 'P03_25' rl 0 rs 3.75 crsn
CRSN id '166010-02281' di 'P03_24' rl 0 rs 3.65 crsn
CRSN id '166010-02179' di 'P03_23' rl 0 rs 3.54 crsn
CRSN id '166010-02080' di 'P03_21' rl 0 rs 4 crsn
CRSN id '166010-01981' di 'P03_1' rl 0 rs 3.49 crsn
