"Cyanide in ug/l in oppervlaktewater";"285%7CCyanide+in+ug%2Fl+in+oppervlaktewater"
"Cyclohexaan in ug/l in oppervlaktewater";"3167%7CCyclohexaan+in+ug%2Fl+in+oppervlaktewater"
"Debiet in m3/s in oppervlaktewater";"29%7CDebiet+in+m3%2Fs+in+oppervlaktewater"
"Debiet over bemonsteringsperiode in l in zwevende stof";"907%7CDebiet+over+bemonsteringsperiode+in+l+in+zwevende+stof"
"Delta-hexachloorcyclohexaan in ug/kg drooggewicht in zwevende stof";"1117%7CDelta-hexachloorcyclohexaan+in+ug%2Fkg+drooggewicht+in+zwevende+stof"
"Demeton-s in ug/l in oppervlaktewater";"934%7CDemeton-s+in+ug%2Fl+in+oppervlaktewater"
"Diacetylbenzeen-1,3 in ug/l in oppervlaktewater";"5130%7CDiacetylbenzeen-1%2C3+in+ug%2Fl+in+oppervlaktewater"
"Diazinon in ug/l in oppervlaktewater";"935%7CDiazinon+in+ug%2Fl+in+oppervlaktewater"
"Dibenzo(a,h)antraceen in mg/kg diameter < 63 um drooggewicht in bodem/sediment";"2221%7CDibenzo%28a%2Ch%29antraceen+in+mg%2Fkg+diameter+%3C+63+um+drooggewicht+in+bodem%2Fsediment"
"Dibenzo(a,h)antraceen in mg/kg drooggewicht in bodem/sediment";"456%7CDibenzo%28a%2Ch%29antraceen+in+mg%2Fkg+drooggewicht+in+bodem%2Fsediment"
"Dibenzo(a,h)antraceen in mg/kg drooggewicht in zwevende stof";"505%7CDibenzo%28a%2Ch%29antraceen+in+mg%2Fkg+drooggewicht+in+zwevende+stof"
"Dibenzo(a,h)antraceen in ug/l in oppervlaktewater";"294%7CDibenzo%28a%2Ch%29antraceen+in+ug%2Fl+in+oppervlaktewater"
"Dibroomchloormethaan in ug/l in oppervlaktewater";"1001%7CDibroomchloormethaan+in+ug%2Fl+in+oppervlaktewater"
"Dibroommethaan in ug/l in oppervlaktewater";"3234%7CDibroommethaan+in+ug%2Fl+in+oppervlaktewater"
"Dibutyltin in ng/l in oppervlaktewater";"295%7CDibutyltin+in+ng%2Fl+in+oppervlaktewater"
"Dibutyltin in ug/kg diameter < 63 um drooggewicht in bodem/sediment";"2842%7CDibutyltin+in+ug%2Fkg+diameter+%3C+63+um+drooggewicht+in+bodem%2Fsediment"
"Dibutyltin in ug/kg uitgedrukt in tin / drooggewicht in zwevende stof";"2299%7CDibutyltin+in+ug%2Fkg+uitgedrukt+in+tin+%2F+drooggewicht+in+zwevende+stof"
"Dichlooraniline-2,3 in ug/l in oppervlaktewater";"224%7CDichlooraniline-2%2C3+in+ug%2Fl+in+oppervlaktewater"
"Dichlooraniline-2,4 in ug/l in oppervlaktewater";"230%7CDichlooraniline-2%2C4+in+ug%2Fl+in+oppervlaktewater"
"Dichlooraniline-2,5 in ug/l in oppervlaktewater";"235%7CDichlooraniline-2%2C5+in+ug%2Fl+in+oppervlaktewater"
"Dichlooraniline-2,6 in ug/l in oppervlaktewater";"236%7CDichlooraniline-2%2C6+in+ug%2Fl+in+oppervlaktewater"
"Dichlooraniline-3,4 in ug/l in oppervlaktewater";"242%7CDichlooraniline-3%2C4+in+ug%2Fl+in+oppervlaktewater"
"Dichlooraniline-3,5 in ug/l in oppervlaktewater";"243%7CDichlooraniline-3%2C5+in+ug%2Fl+in+oppervlaktewater"
"Dichloorbenzeen-1,2 in ug/kg drooggewicht in bodem/sediment";"577%7CDichloorbenzeen-1%2C2+in+ug%2Fkg+drooggewicht+in+bodem%2Fsediment"
"Dichloorbenzeen-1,2 in ug/kg drooggewicht in zwevende stof";"578%7CDichloorbenzeen-1%2C2+in+ug%2Fkg+drooggewicht+in+zwevende+stof"
"Dichloorbenzeen-1,2 in ug/l in oppervlaktewater";"215%7CDichloorbenzeen-1%2C2+in+ug%2Fl+in+oppervlaktewater"
"Dichloorbenzeen-1,3 in ug/kg drooggewicht in bodem/sediment";"581%7CDichloorbenzeen-1%2C3+in+ug%2Fkg+drooggewicht+in+bodem%2Fsediment"
"Dichloorbenzeen-1,3 in ug/kg drooggewicht in zwevende stof";"582%7CDichloorbenzeen-1%2C3+in+ug%2Fkg+drooggewicht+in+zwevende+stof"
"Dichloorbenzeen-1,3 in ug/l in oppervlaktewater";"220%7CDichloorbenzeen-1%2C3+in+ug%2Fl+in+oppervlaktewater"
"Dichloorbenzeen-1,4 in ug/kg drooggewicht in bodem/sediment";"585%7CDichloorbenzeen-1%2C4+in+ug%2Fkg+drooggewicht+in+bodem%2Fsediment"
"Dichloorbenzeen-1,4 in ug/kg drooggewicht in zwevende stof";"586%7CDichloorbenzeen-1%2C4+in+ug%2Fkg+drooggewicht+in+zwevende+stof"
"Dichloorbenzeen-1,4 in ug/l in oppervlaktewater";"222%7CDichloorbenzeen-1%2C4+in+ug%2Fl+in+oppervlaktewater"
